charge_id,project_id,wbs_id,cost_code_id,week_ending,reg_hours,ot_hours,amount,origin_system
LC-00000651,PRJ-002,WBS-00069,CC-00016,2026-05-29,8.0,0.0,453.12,OnPrem-SQLServer
LC-00000652,PRJ-002,WBS-00069,CC-00016,2026-07-24,16.0,0.0,1072.56,OnPrem-SQLServer
LC-00000653,PRJ-002,WBS-00069,CC-00017,2026-07-03,8.0,0.0,436.16,OnPrem-SQLServer
LC-00000654,PRJ-002,WBS-00069,CC-00018,2026-07-10,8.0,0.66,789.68,OnPrem-SQLServer
LC-00000655,PRJ-002,WBS-00070,CC-00011,2026-07-03,8.0,0.0,260.56,OnPrem-SQLServer
LC-00000656,PRJ-002,WBS-00070,CC-00012,2026-05-01,8.0,0.0,477.44,OnPrem-SQLServer
LC-00000657,PRJ-002,WBS-00070,CC-00012,2026-07-24,16.0,0.0,1173.6,OnPrem-SQLServer
LC-00000658,PRJ-002,WBS-00070,CC-00015,2026-07-24,16.0,0.0,954.88,OnPrem-SQLServer
LC-00000659,PRJ-002,WBS-00070,CC-00016,2026-05-22,8.0,0.0,702.72,OnPrem-SQLServer
LC-00000660,PRJ-002,WBS-00070,CC-00017,2026-04-17,8.0,0.0,477.44,OnPrem-SQLServer
LC-00000661,PRJ-002,WBS-00070,CC-00017,2026-04-24,8.0,0.0,477.44,OnPrem-SQLServer
LC-00000662,PRJ-002,WBS-00070,CC-00017,2026-07-10,16.0,0.0,963.28,OnPrem-SQLServer
LC-00000663,PRJ-002,WBS-00070,CC-00018,2026-06-05,8.0,0.0,453.12,OnPrem-SQLServer
LC-00000664,PRJ-002,WBS-00071,CC-00011,2026-07-10,8.0,0.0,477.44,OnPrem-SQLServer
LC-00000665,PRJ-002,WBS-00071,CC-00012,2026-05-29,8.0,0.0,468.16,OnPrem-SQLServer
LC-00000666,PRJ-002,WBS-00071,CC-00012,2026-07-03,8.0,0.0,514.72,OnPrem-SQLServer
LC-00000667,PRJ-002,WBS-00071,CC-00012,2026-07-31,8.0,0.75,587.1,OnPrem-SQLServer
LC-00000668,PRJ-002,WBS-00071,CC-00013,2026-05-29,8.0,0.0,468.16,OnPrem-SQLServer
LC-00000669,PRJ-002,WBS-00071,CC-00013,2026-07-03,8.0,0.0,468.16,OnPrem-SQLServer
LC-00000670,PRJ-002,WBS-00071,CC-00015,2026-06-05,8.0,1.15,580.39,OnPrem-SQLServer
LC-00000671,PRJ-002,WBS-00071,CC-00015,2026-07-24,8.0,0.0,557.84,OnPrem-SQLServer
LC-00000672,PRJ-002,WBS-00071,CC-00015,2026-07-31,8.0,0.0,260.56,OnPrem-SQLServer
LC-00000673,PRJ-002,WBS-00071,CC-00016,2026-04-24,8.0,0.0,379.68,OnPrem-SQLServer
LC-00000674,PRJ-002,WBS-00071,CC-00016,2026-05-22,8.0,0.0,292.4,OnPrem-SQLServer
LC-00000675,PRJ-002,WBS-00071,CC-00016,2026-07-10,8.0,0.0,590.88,OnPrem-SQLServer
LC-00000676,PRJ-002,WBS-00072,CC-00014,2026-06-12,8.0,0.0,468.16,OnPrem-SQLServer
LC-00000677,PRJ-002,WBS-00072,CC-00017,2026-06-05,8.0,0.0,557.84,OnPrem-SQLServer
LC-00000678,PRJ-002,WBS-00072,CC-00018,2026-05-01,8.0,0.0,477.44,OnPrem-SQLServer
LC-00000679,PRJ-002,WBS-00072,CC-00018,2026-06-05,8.0,0.0,557.84,OnPrem-SQLServer
LC-00000680,PRJ-002,WBS-00073,CC-00010,2026-05-29,8.0,0.0,702.72,OnPrem-SQLServer
LC-00000681,PRJ-002,WBS-00073,CC-00010,2026-07-03,8.0,0.0,468.16,OnPrem-SQLServer
LC-00000682,PRJ-002,WBS-00073,CC-00012,2026-06-26,8.0,0.69,511.74,OnPrem-SQLServer
LC-00000683,PRJ-002,WBS-00073,CC-00012,2026-07-31,8.0,0.0,477.44,OnPrem-SQLServer
LC-00000684,PRJ-002,WBS-00073,CC-00013,2026-06-26,8.0,0.0,477.44,OnPrem-SQLServer
LC-00000685,PRJ-002,WBS-00073,CC-00014,2026-07-31,8.0,0.0,604.08,OnPrem-SQLServer
LC-00000686,PRJ-002,WBS-00073,CC-00016,2026-04-24,8.0,0.0,379.68,OnPrem-SQLServer
LC-00000687,PRJ-002,WBS-00073,CC-00017,2026-05-29,8.0,0.0,398.24,OnPrem-SQLServer
LC-00000688,PRJ-002,WBS-00073,CC-00017,2026-06-26,16.0,0.0,1180.16,OnPrem-SQLServer
LC-00000689,PRJ-002,WBS-00073,CC-00017,2026-07-03,8.0,1.4,328.96,OnPrem-SQLServer
LC-00000690,PRJ-002,WBS-00073,CC-00018,2026-05-29,8.0,0.6,504.1,OnPrem-SQLServer
LC-00000691,PRJ-002,WBS-00074,CC-00010,2026-07-17,8.0,0.0,468.16,OnPrem-SQLServer
LC-00000692,PRJ-002,WBS-00074,CC-00010,2026-07-24,16.0,1.6,838.31,OnPrem-SQLServer
LC-00000693,PRJ-002,WBS-00074,CC-00010,2026-07-31,8.0,0.0,468.16,OnPrem-SQLServer
LC-00000694,PRJ-002,WBS-00074,CC-00012,2026-05-15,8.0,0.0,702.72,OnPrem-SQLServer
LC-00000695,PRJ-002,WBS-00074,CC-00012,2026-05-22,8.0,0.0,477.44,OnPrem-SQLServer
LC-00000696,PRJ-002,WBS-00074,CC-00012,2026-07-10,8.0,0.0,453.12,OnPrem-SQLServer
LC-00000697,PRJ-002,WBS-00074,CC-00013,2026-04-17,8.0,0.0,477.44,OnPrem-SQLServer
LC-00000698,PRJ-002,WBS-00074,CC-00013,2026-05-01,8.0,1.92,955.7,OnPrem-SQLServer
LC-00000699,PRJ-002,WBS-00074,CC-00014,2026-06-05,8.0,0.0,260.56,OnPrem-SQLServer
LC-00000700,PRJ-002,WBS-00074,CC-00015,2026-07-31,8.0,0.0,604.08,OnPrem-SQLServer
LC-00000701,PRJ-002,WBS-00074,CC-00016,2026-06-12,8.0,0.0,453.12,OnPrem-SQLServer
LC-00000702,PRJ-002,WBS-00074,CC-00017,2026-05-15,8.0,0.0,702.72,OnPrem-SQLServer
LC-00000703,PRJ-002,WBS-00074,CC-00018,2026-06-05,8.0,0.0,557.84,OnPrem-SQLServer
LC-00000704,PRJ-002,WBS-00075,CC-00010,2026-07-24,8.0,0.0,470.88,OnPrem-SQLServer
LC-00000705,PRJ-002,WBS-00075,CC-00011,2026-06-12,8.0,0.0,260.56,OnPrem-SQLServer
LC-00000706,PRJ-002,WBS-00075,CC-00012,2026-05-22,8.0,0.0,514.72,OnPrem-SQLServer
LC-00000707,PRJ-002,WBS-00075,CC-00014,2026-05-15,8.0,0.0,453.12,OnPrem-SQLServer
LC-00000708,PRJ-002,WBS-00075,CC-00014,2026-05-22,8.0,0.0,260.56,OnPrem-SQLServer
LC-00000709,PRJ-002,WBS-00075,CC-00014,2026-05-29,8.0,0.0,514.72,OnPrem-SQLServer
LC-00000710,PRJ-002,WBS-00075,CC-00014,2026-06-12,8.0,0.0,260.56,OnPrem-SQLServer
LC-00000711,PRJ-002,WBS-00075,CC-00016,2026-06-12,8.0,0.0,468.16,OnPrem-SQLServer
LC-00000712,PRJ-002,WBS-00075,CC-00017,2026-05-22,8.0,0.0,477.44,OnPrem-SQLServer
LC-00000713,PRJ-002,WBS-00075,CC-00018,2026-05-08,8.0,0.0,468.16,OnPrem-SQLServer
LC-00000714,PRJ-002,WBS-00075,CC-00018,2026-06-26,8.0,0.0,453.12,OnPrem-SQLServer
LC-00000715,PRJ-002,WBS-00075,CC-00018,2026-07-31,8.0,0.0,702.72,OnPrem-SQLServer
LC-00000716,PRJ-002,WBS-00076,CC-00011,2026-06-26,8.0,0.0,557.84,OnPrem-SQLServer
LC-00000717,PRJ-002,WBS-00076,CC-00012,2026-05-22,8.0,0.0,514.72,OnPrem-SQLServer
LC-00000718,PRJ-002,WBS-00076,CC-00012,2026-05-29,8.0,0.0,398.24,OnPrem-SQLServer
LC-00000719,PRJ-002,WBS-00076,CC-00013,2026-05-15,16.0,0.0,906.24,OnPrem-SQLServer
LC-00000720,PRJ-002,WBS-00076,CC-00013,2026-05-29,16.0,0.0,1155.84,OnPrem-SQLServer
LC-00000721,PRJ-002,WBS-00076,CC-00013,2026-07-03,8.0,0.0,477.44,OnPrem-SQLServer
LC-00000722,PRJ-002,WBS-00076,CC-00015,2026-05-29,8.0,0.0,260.56,OnPrem-SQLServer
LC-00000723,PRJ-002,WBS-00076,CC-00015,2026-06-12,8.0,0.0,260.56,OnPrem-SQLServer
LC-00000724,PRJ-002,WBS-00076,CC-00018,2026-05-22,8.0,0.0,468.16,OnPrem-SQLServer
LC-00000725,PRJ-002,WBS-00076,CC-00018,2026-06-05,8.0,0.0,260.56,OnPrem-SQLServer
LC-00000726,PRJ-002,WBS-00077,CC-00013,2026-06-05,16.0,0.0,967.84,OnPrem-SQLServer
LC-00000727,PRJ-002,WBS-00077,CC-00014,2026-06-05,8.0,0.0,453.12,OnPrem-SQLServer
LC-00000728,PRJ-002,WBS-00077,CC-00016,2026-07-03,8.0,0.0,514.72,OnPrem-SQLServer
LC-00000729,PRJ-002,WBS-00077,CC-00017,2026-07-24,8.0,0.0,260.56,OnPrem-SQLServer
LC-00000730,PRJ-002,WBS-00077,CC-00018,2026-05-01,8.0,0.0,477.44,OnPrem-SQLServer
LC-00000731,PRJ-002,WBS-00077,CC-00018,2026-06-26,8.0,0.0,514.72,OnPrem-SQLServer
LC-00000732,PRJ-002,WBS-00078,CC-00010,2026-05-01,8.0,0.0,477.44,OnPrem-SQLServer
LC-00000733,PRJ-002,WBS-00078,CC-00010,2026-05-08,8.0,0.0,468.16,OnPrem-SQLServer
LC-00000734,PRJ-002,WBS-00078,CC-00010,2026-05-22,8.0,0.0,260.56,OnPrem-SQLServer
LC-00000735,PRJ-002,WBS-00078,CC-00010,2026-07-31,8.0,0.0,468.16,OnPrem-SQLServer
LC-00000736,PRJ-002,WBS-00078,CC-00011,2026-05-22,8.0,0.0,468.16,OnPrem-SQLServer
LC-00000737,PRJ-002,WBS-00078,CC-00014,2026-04-24,8.0,0.0,702.72,OnPrem-SQLServer
LC-00000738,PRJ-002,WBS-00078,CC-00014,2026-06-26,8.0,0.0,514.72,OnPrem-SQLServer
LC-00000739,PRJ-002,WBS-00078,CC-00015,2026-05-22,8.0,0.0,260.56,OnPrem-SQLServer
LC-00000740,PRJ-002,WBS-00078,CC-00015,2026-07-10,8.0,0.0,590.88,OnPrem-SQLServer
LC-00000741,PRJ-002,WBS-00078,CC-00016,2026-07-24,8.0,0.0,702.72,OnPrem-SQLServer
LC-00000742,PRJ-002,WBS-00078,CC-00017,2026-07-10,8.0,0.0,702.72,OnPrem-SQLServer
LC-00000743,PRJ-002,WBS-00078,CC-00018,2026-04-17,8.0,0.0,477.44,OnPrem-SQLServer
LC-00000744,PRJ-002,WBS-00078,CC-00018,2026-05-08,8.0,0.0,468.16,OnPrem-SQLServer
LC-00000745,PRJ-002,WBS-00079,CC-00011,2026-07-10,8.0,0.0,514.72,OnPrem-SQLServer
LC-00000746,PRJ-002,WBS-00079,CC-00011,2026-07-24,16.0,0.0,1217.44,OnPrem-SQLServer
LC-00000747,PRJ-002,WBS-00079,CC-00012,2026-05-22,8.0,0.0,468.16,OnPrem-SQLServer
LC-00000748,PRJ-002,WBS-00079,CC-00012,2026-06-05,8.0,0.0,557.84,OnPrem-SQLServer
LC-00000749,PRJ-002,WBS-00079,CC-00012,2026-07-03,8.0,0.0,477.44,OnPrem-SQLServer
LC-00000750,PRJ-002,WBS-00079,CC-00013,2026-07-10,8.0,0.0,590.88,OnPrem-SQLServer
LC-00000751,PRJ-002,WBS-00079,CC-00013,2026-07-24,8.0,1.54,615.3,OnPrem-SQLServer
LC-00000752,PRJ-002,WBS-00079,CC-00014,2026-05-15,8.0,0.0,702.72,OnPrem-SQLServer
LC-00000753,PRJ-002,WBS-00079,CC-00016,2026-04-24,8.0,0.0,477.44,OnPrem-SQLServer
LC-00000754,PRJ-002,WBS-00079,CC-00016,2026-06-12,8.0,0.0,557.84,OnPrem-SQLServer
LC-00000755,PRJ-002,WBS-00079,CC-00018,2026-06-12,8.0,1.11,848.97,OnPrem-SQLServer
LC-00000756,PRJ-002,WBS-00080,CC-00010,2026-06-26,8.0,0.0,477.44,OnPrem-SQLServer
LC-00000757,PRJ-002,WBS-00080,CC-00011,2026-05-01,8.0,0.0,468.16,OnPrem-SQLServer
LC-00000758,PRJ-002,WBS-00080,CC-00011,2026-06-19,8.0,0.0,557.84,OnPrem-SQLServer
LC-00000759,PRJ-002,WBS-00080,CC-00011,2026-07-24,8.0,0.0,260.56,OnPrem-SQLServer
LC-00000760,PRJ-002,WBS-00080,CC-00013,2026-04-24,8.0,0.0,702.72,OnPrem-SQLServer
LC-00000761,PRJ-002,WBS-00080,CC-00013,2026-07-10,8.0,0.63,785.73,OnPrem-SQLServer
LC-00000762,PRJ-002,WBS-00080,CC-00016,2026-06-12,16.0,1.12,1269.19,OnPrem-SQLServer
LC-00000763,PRJ-002,WBS-00080,CC-00017,2026-05-29,8.0,0.0,514.72,OnPrem-SQLServer
LC-00000764,PRJ-002,WBS-00080,CC-00017,2026-06-12,8.0,1.06,543.18,OnPrem-SQLServer
LC-00000765,PRJ-002,WBS-00080,CC-00018,2026-06-05,8.0,0.0,477.44,OnPrem-SQLServer
LC-00000766,PRJ-002,WBS-00081,CC-00011,2026-05-22,8.0,0.0,470.88,OnPrem-SQLServer
LC-00000767,PRJ-002,WBS-00081,CC-00011,2026-05-29,8.0,0.0,398.24,OnPrem-SQLServer
LC-00000768,PRJ-002,WBS-00081,CC-00011,2026-06-05,8.0,0.0,514.72,OnPrem-SQLServer
LC-00000769,PRJ-002,WBS-00081,CC-00012,2026-05-22,8.0,1.52,903.0,OnPrem-SQLServer
LC-00000770,PRJ-002,WBS-00081,CC-00013,2026-07-03,8.0,0.0,453.12,OnPrem-SQLServer
LC-00000771,PRJ-002,WBS-00081,CC-00013,2026-07-24,8.0,1.81,689.4,OnPrem-SQLServer
LC-00000772,PRJ-002,WBS-00081,CC-00015,2026-06-12,8.0,0.0,453.12,OnPrem-SQLServer
LC-00000773,PRJ-002,WBS-00081,CC-00017,2026-06-26,8.0,0.0,702.72,OnPrem-SQLServer
LC-00000774,PRJ-002,WBS-00081,CC-00017,2026-07-31,8.0,0.0,604.08,OnPrem-SQLServer
LC-00000775,PRJ-002,WBS-00081,CC-00018,2026-05-08,8.0,0.65,525.22,OnPrem-SQLServer
LC-00000776,PRJ-002,WBS-00081,CC-00018,2026-05-15,8.0,0.0,260.56,OnPrem-SQLServer
LC-00000777,PRJ-002,WBS-00082,CC-00010,2026-07-10,8.0,0.0,477.44,OnPrem-SQLServer
LC-00000778,PRJ-002,WBS-00082,CC-00013,2026-05-22,8.0,0.0,453.12,OnPrem-SQLServer
LC-00000779,PRJ-002,WBS-00082,CC-00014,2026-06-12,8.0,0.72,584.21,OnPrem-SQLServer
LC-00000780,PRJ-002,WBS-00082,CC-00017,2026-06-12,16.0,0.89,1158.45,OnPrem-SQLServer
LC-00000781,PRJ-002,WBS-00082,CC-00018,2026-05-15,8.0,0.0,453.12,OnPrem-SQLServer
LC-00000782,PRJ-002,WBS-00083,CC-00010,2026-07-03,16.0,0.76,1060.2,OnPrem-SQLServer
LC-00000783,PRJ-002,WBS-00083,CC-00014,2026-06-12,8.0,0.9,821.3,OnPrem-SQLServer
LC-00000784,PRJ-002,WBS-00083,CC-00015,2026-06-12,8.0,0.0,514.72,OnPrem-SQLServer
LC-00000785,PRJ-002,WBS-00083,CC-00015,2026-06-19,8.0,0.0,470.88,OnPrem-SQLServer
LC-00000786,PRJ-002,WBS-00083,CC-00016,2026-05-22,8.0,0.0,470.88,OnPrem-SQLServer
LC-00000787,PRJ-002,WBS-00083,CC-00016,2026-06-19,8.0,0.0,470.88,OnPrem-SQLServer
LC-00000788,PRJ-002,WBS-00083,CC-00016,2026-07-03,8.0,0.0,436.16,OnPrem-SQLServer
LC-00000789,PRJ-002,WBS-00083,CC-00018,2026-06-19,8.0,0.0,470.88,OnPrem-SQLServer
LC-00000790,PRJ-002,WBS-00084,CC-00010,2026-05-22,8.0,0.0,477.44,OnPrem-SQLServer
LC-00000791,PRJ-002,WBS-00084,CC-00010,2026-05-29,8.0,0.0,398.24,OnPrem-SQLServer
LC-00000792,PRJ-002,WBS-00084,CC-00010,2026-07-24,16.0,0.0,948.32,OnPrem-SQLServer
LC-00000793,PRJ-002,WBS-00084,CC-00010,2026-07-31,8.0,0.0,260.56,OnPrem-SQLServer
LC-00000794,PRJ-002,WBS-00084,CC-00011,2026-07-10,8.0,0.0,557.84,OnPrem-SQLServer
LC-00000795,PRJ-002,WBS-00084,CC-00014,2026-04-24,8.0,0.0,702.72,OnPrem-SQLServer
LC-00000796,PRJ-002,WBS-00084,CC-00014,2026-07-17,8.0,0.0,468.16,OnPrem-SQLServer
LC-00000797,PRJ-002,WBS-00084,CC-00015,2026-07-17,8.0,0.0,260.56,OnPrem-SQLServer
LC-00000798,PRJ-002,WBS-00084,CC-00015,2026-07-31,8.0,0.0,260.56,OnPrem-SQLServer
LC-00000799,PRJ-002,WBS-00084,CC-00016,2026-07-31,8.0,0.0,477.44,OnPrem-SQLServer
LC-00000800,PRJ-002,WBS-00084,CC-00017,2026-05-01,8.0,0.0,702.72,OnPrem-SQLServer
LC-00000801,PRJ-002,WBS-00084,CC-00017,2026-05-22,8.0,0.0,702.72,OnPrem-SQLServer
LC-00000802,PRJ-002,WBS-00084,CC-00018,2026-07-10,8.0,0.0,702.72,OnPrem-SQLServer
LC-00000803,PRJ-002,WBS-00084,CC-00018,2026-07-17,8.0,0.0,477.44,OnPrem-SQLServer
LC-00000804,PRJ-002,WBS-00085,CC-00010,2026-05-22,8.0,0.0,468.16,OnPrem-SQLServer
LC-00000805,PRJ-002,WBS-00085,CC-00010,2026-05-29,8.0,1.96,619.64,OnPrem-SQLServer
LC-00000806,PRJ-002,WBS-00085,CC-00010,2026-07-10,8.0,0.0,514.72,OnPrem-SQLServer
LC-00000807,PRJ-002,WBS-00085,CC-00011,2026-06-19,8.0,0.0,557.84,OnPrem-SQLServer
LC-00000808,PRJ-002,WBS-00085,CC-00011,2026-06-26,8.0,0.85,646.75,OnPrem-SQLServer
LC-00000809,PRJ-002,WBS-00085,CC-00012,2026-05-22,8.0,0.0,260.56,OnPrem-SQLServer
LC-00000810,PRJ-002,WBS-00085,CC-00013,2026-06-05,8.0,0.0,477.44,OnPrem-SQLServer
LC-00000811,PRJ-002,WBS-00085,CC-00013,2026-07-10,8.0,0.0,557.84,OnPrem-SQLServer
LC-00000812,PRJ-002,WBS-00085,CC-00013,2026-07-31,8.0,1.91,353.87,OnPrem-SQLServer
LC-00000813,PRJ-002,WBS-00085,CC-00014,2026-04-24,8.0,0.0,477.44,OnPrem-SQLServer
LC-00000814,PRJ-002,WBS-00085,CC-00014,2026-05-15,8.0,1.0,309.42,OnPrem-SQLServer
LC-00000815,PRJ-002,WBS-00085,CC-00014,2026-07-31,8.0,0.0,702.72,OnPrem-SQLServer
LC-00000816,PRJ-002,WBS-00085,CC-00015,2026-04-17,8.0,0.0,477.44,OnPrem-SQLServer
LC-00000817,PRJ-002,WBS-00085,CC-00015,2026-04-24,8.0,0.0,702.72,OnPrem-SQLServer
LC-00000818,PRJ-002,WBS-00085,CC-00016,2026-06-26,8.0,0.0,514.72,OnPrem-SQLServer
LC-00000819,PRJ-002,WBS-00085,CC-00017,2026-07-17,8.0,0.0,260.56,OnPrem-SQLServer
LC-00000820,PRJ-002,WBS-00085,CC-00018,2026-04-24,8.0,0.0,702.72,OnPrem-SQLServer
LC-00000821,PRJ-002,WBS-00085,CC-00018,2026-07-10,8.0,0.0,260.56,OnPrem-SQLServer
LC-00000822,PRJ-002,WBS-00086,CC-00010,2026-05-29,8.0,0.0,468.16,OnPrem-SQLServer
LC-00000823,PRJ-002,WBS-00086,CC-00010,2026-06-26,8.0,1.32,695.91,OnPrem-SQLServer
LC-00000824,PRJ-002,WBS-00086,CC-00011,2026-05-29,8.0,1.0,834.48,OnPrem-SQLServer
LC-00000825,PRJ-002,WBS-00086,CC-00011,2026-06-26,8.0,0.0,453.12,OnPrem-SQLServer
LC-00000826,PRJ-002,WBS-00086,CC-00011,2026-07-31,8.0,0.0,477.44,OnPrem-SQLServer
LC-00000827,PRJ-002,WBS-00086,CC-00014,2026-05-08,8.0,0.0,702.72,OnPrem-SQLServer
LC-00000828,PRJ-002,WBS-00086,CC-00014,2026-07-31,8.0,0.0,671.76,OnPrem-SQLServer
LC-00000829,PRJ-002,WBS-00086,CC-00015,2026-07-03,8.0,0.0,260.56,OnPrem-SQLServer
LC-00000830,PRJ-002,WBS-00086,CC-00015,2026-07-31,8.0,0.0,260.56,OnPrem-SQLServer
LC-00000831,PRJ-002,WBS-00086,CC-00016,2026-05-22,8.0,0.0,702.72,OnPrem-SQLServer
LC-00000832,PRJ-002,WBS-00086,CC-00017,2026-05-29,8.0,0.0,702.72,OnPrem-SQLServer
LC-00000833,PRJ-002,WBS-00086,CC-00018,2026-07-24,8.0,2.0,966.24,OnPrem-SQLServer
LC-00000834,PRJ-002,WBS-00087,CC-00011,2026-05-15,8.0,1.56,605.1,OnPrem-SQLServer
LC-00000835,PRJ-002,WBS-00087,CC-00011,2026-06-12,8.0,0.0,557.84,OnPrem-SQLServer
LC-00000836,PRJ-002,WBS-00087,CC-00011,2026-07-17,8.0,0.0,477.44,OnPrem-SQLServer
LC-00000837,PRJ-002,WBS-00087,CC-00011,2026-07-24,8.0,0.0,260.56,OnPrem-SQLServer
LC-00000838,PRJ-002,WBS-00087,CC-00012,2026-06-05,8.0,0.0,514.72,OnPrem-SQLServer
LC-00000839,PRJ-002,WBS-00087,CC-00012,2026-07-31,8.0,0.0,477.44,OnPrem-SQLServer
LC-00000840,PRJ-002,WBS-00087,CC-00013,2026-07-03,8.0,0.0,260.56,OnPrem-SQLServer
LC-00000841,PRJ-002,WBS-00087,CC-00015,2026-04-24,16.0,0.96,925.46,OnPrem-SQLServer
LC-00000842,PRJ-002,WBS-00087,CC-00015,2026-05-22,8.0,0.0,292.4,OnPrem-SQLServer
LC-00000843,PRJ-002,WBS-00087,CC-00015,2026-06-19,8.0,0.0,557.84,OnPrem-SQLServer
LC-00000844,PRJ-002,WBS-00087,CC-00017,2026-06-12,8.0,0.0,468.16,OnPrem-SQLServer
LC-00000845,PRJ-002,WBS-00087,CC-00018,2026-05-08,8.0,0.61,783.09,OnPrem-SQLServer
LC-00000846,PRJ-002,WBS-00087,CC-00018,2026-05-22,8.0,0.0,453.12,OnPrem-SQLServer
LC-00000847,PRJ-003,WBS-00088,CC-00019,2026-06-12,8.0,1.18,501.69,OnPrem-SQLServer
LC-00000848,PRJ-003,WBS-00088,CC-00019,2026-07-03,8.0,0.0,884.64,OnPrem-SQLServer
LC-00000849,PRJ-003,WBS-00088,CC-00021,2026-07-17,8.0,0.0,292.0,OnPrem-SQLServer
LC-00000850,PRJ-003,WBS-00088,CC-00023,2026-05-29,8.0,0.0,292.0,OnPrem-SQLServer
LC-00000851,PRJ-003,WBS-00088,CC-00023,2026-07-31,8.0,0.0,398.24,OnPrem-SQLServer
LC-00000852,PRJ-003,WBS-00088,CC-00024,2026-06-12,8.0,0.0,289.04,OnPrem-SQLServer
LC-00000853,PRJ-003,WBS-00088,CC-00024,2026-07-24,8.0,0.0,442.24,OnPrem-SQLServer
LC-00000854,PRJ-003,WBS-00088,CC-00026,2026-05-01,8.0,0.0,379.68,OnPrem-SQLServer
LC-00000855,PRJ-003,WBS-00088,CC-00026,2026-07-31,8.0,0.0,398.24,OnPrem-SQLServer
LC-00000856,PRJ-003,WBS-00088,CC-00027,2026-07-03,8.0,0.0,472.0,OnPrem-SQLServer
LC-00000857,PRJ-003,WBS-00088,CC-00027,2026-07-24,8.0,0.0,398.24,OnPrem-SQLServer
LC-00000858,PRJ-003,WBS-00089,CC-00019,2026-07-24,8.0,0.0,379.68,OnPrem-SQLServer
LC-00000859,PRJ-003,WBS-00089,CC-00019,2026-07-31,8.0,0.0,410.8,OnPrem-SQLServer
LC-00000860,PRJ-003,WBS-00089,CC-00020,2026-05-29,16.0,0.72,872.49,OnPrem-SQLServer
LC-00000861,PRJ-003,WBS-00089,CC-00020,2026-06-26,8.0,0.0,884.64,OnPrem-SQLServer
LC-00000862,PRJ-003,WBS-00089,CC-00021,2026-05-22,8.0,0.0,884.64,OnPrem-SQLServer
LC-00000863,PRJ-003,WBS-00089,CC-00021,2026-07-31,8.0,0.0,884.64,OnPrem-SQLServer
LC-00000864,PRJ-003,WBS-00089,CC-00022,2026-05-22,8.0,0.0,474.96,OnPrem-SQLServer
LC-00000865,PRJ-003,WBS-00089,CC-00023,2026-05-08,8.0,0.0,417.84,OnPrem-SQLServer
LC-00000866,PRJ-003,WBS-00089,CC-00024,2026-05-15,8.0,0.0,594.48,OnPrem-SQLServer
LC-00000867,PRJ-003,WBS-00089,CC-00027,2026-07-03,8.0,0.0,379.68,OnPrem-SQLServer
LC-00000868,PRJ-003,WBS-00089,CC-00027,2026-07-17,8.0,1.43,602.31,OnPrem-SQLServer
LC-00000869,PRJ-003,WBS-00090,CC-00019,2026-05-15,8.0,0.0,410.8,OnPrem-SQLServer
LC-00000870,PRJ-003,WBS-00090,CC-00019,2026-06-05,8.0,0.82,1020.65,OnPrem-SQLServer
LC-00000871,PRJ-003,WBS-00090,CC-00019,2026-07-24,8.0,0.0,404.56,OnPrem-SQLServer
LC-00000872,PRJ-003,WBS-00090,CC-00020,2026-05-01,8.0,0.0,379.68,OnPrem-SQLServer
LC-00000873,PRJ-003,WBS-00090,CC-00021,2026-06-05,8.0,0.87,528.52,OnPrem-SQLServer
LC-00000874,PRJ-003,WBS-00090,CC-00021,2026-07-24,8.0,0.0,417.84,OnPrem-SQLServer
LC-00000875,PRJ-003,WBS-00090,CC-00022,2026-05-01,8.0,0.0,474.96,OnPrem-SQLServer
LC-00000876,PRJ-003,WBS-00090,CC-00022,2026-06-12,8.0,0.0,474.96,OnPrem-SQLServer
LC-00000877,PRJ-003,WBS-00090,CC-00022,2026-07-17,8.0,0.0,410.8,OnPrem-SQLServer
LC-00000878,PRJ-003,WBS-00090,CC-00023,2026-06-05,8.0,0.0,474.96,OnPrem-SQLServer
LC-00000879,PRJ-003,WBS-00090,CC-00024,2026-05-01,8.0,0.0,474.96,OnPrem-SQLServer
LC-00000880,PRJ-003,WBS-00090,CC-00024,2026-05-15,8.0,0.0,884.64,OnPrem-SQLServer
LC-00000881,PRJ-003,WBS-00090,CC-00024,2026-06-12,8.0,1.31,496.06,OnPrem-SQLServer
LC-00000882,PRJ-003,WBS-00090,CC-00024,2026-07-17,8.0,0.0,379.68,OnPrem-SQLServer
LC-00000883,PRJ-003,WBS-00090,CC-00025,2026-05-15,8.0,0.0,417.84,OnPrem-SQLServer
LC-00000884,PRJ-003,WBS-00090,CC-00027,2026-07-24,8.0,0.0,398.08,OnPrem-SQLServer
LC-00000885,PRJ-003,WBS-00091,CC-00019,2026-06-26,8.0,1.61,494.3,OnPrem-SQLServer
LC-00000886,PRJ-003,WBS-00091,CC-00019,2026-07-10,8.0,0.0,398.24,OnPrem-SQLServer
LC-00000887,PRJ-003,WBS-00091,CC-00019,2026-07-24,16.0,0.0,944.0,OnPrem-SQLServer
LC-00000888,PRJ-003,WBS-00091,CC-00021,2026-05-29,8.0,0.58,523.33,OnPrem-SQLServer
LC-00000889,PRJ-003,WBS-00091,CC-00021,2026-06-19,8.0,0.0,292.0,OnPrem-SQLServer
LC-00000890,PRJ-003,WBS-00091,CC-00021,2026-07-24,8.0,1.63,519.74,OnPrem-SQLServer
