timesheet_id,emp_id,week_ending,project_id,status,total_hours,origin_system
TS-0000290,EMP-0036,2026-07-17,PRJ-006,Approved,40.0,OnPrem-SQLServer
TS-0000291,EMP-0036,2026-07-31,PRJ-011,Approved,41.17,OnPrem-SQLServer
TS-0000292,EMP-0038,2026-06-19,PRJ-001,Approved,58.02,OnPrem-SQLServer
TS-0000293,EMP-0038,2026-06-26,PRJ-001,Approved,50.51,OnPrem-SQLServer
TS-0000294,EMP-0038,2026-07-03,PRJ-001,Approved,54.22,OnPrem-SQLServer
TS-0000295,EMP-0038,2026-07-10,PRJ-001,Approved,52.52,OnPrem-SQLServer
TS-0000296,EMP-0038,2026-07-17,PRJ-001,Approved,46.69,OnPrem-SQLServer
TS-0000297,EMP-0038,2026-07-24,PRJ-001,Submitted,49.44,OnPrem-SQLServer
TS-0000298,EMP-0038,2026-07-31,PRJ-001,Approved,48.67,OnPrem-SQLServer
TS-0000299,EMP-0039,2026-05-22,PRJ-006,Approved,40.99,OnPrem-SQLServer
TS-0000300,EMP-0039,2026-05-29,PRJ-012,Approved,40.0,OnPrem-SQLServer
TS-0000301,EMP-0039,2026-06-05,PRJ-006,Rejected,41.31,OnPrem-SQLServer
TS-0000302,EMP-0039,2026-06-12,PRJ-006,Approved,41.31,OnPrem-SQLServer
TS-0000303,EMP-0039,2026-06-19,PRJ-006,Approved,40.0,OnPrem-SQLServer
TS-0000304,EMP-0039,2026-06-26,PRJ-006,Rejected,40.76,OnPrem-SQLServer
TS-0000305,EMP-0039,2026-07-03,PRJ-006,Approved,40.89,OnPrem-SQLServer
TS-0000306,EMP-0039,2026-07-10,PRJ-004,Approved,40.0,OnPrem-SQLServer
TS-0000307,EMP-0039,2026-07-17,PRJ-006,Approved,40.9,OnPrem-SQLServer
TS-0000308,EMP-0039,2026-07-24,PRJ-006,Rejected,40.61,OnPrem-SQLServer
TS-0000309,EMP-0039,2026-07-31,PRJ-006,Approved,40.0,OnPrem-SQLServer
TS-0000310,EMP-0040,2026-06-12,PRJ-006,Approved,44.59,OnPrem-SQLServer
TS-0000311,EMP-0040,2026-06-19,PRJ-006,Approved,42.07,OnPrem-SQLServer
TS-0000312,EMP-0040,2026-06-26,PRJ-006,Approved,43.74,OnPrem-SQLServer
TS-0000313,EMP-0040,2026-07-03,PRJ-006,Approved,40.0,OnPrem-SQLServer
TS-0000314,EMP-0040,2026-07-10,PRJ-004,Approved,41.15,OnPrem-SQLServer
TS-0000315,EMP-0040,2026-07-17,PRJ-006,Approved,40.0,OnPrem-SQLServer
TS-0000316,EMP-0040,2026-07-24,PRJ-006,Submitted,40.0,OnPrem-SQLServer
TS-0000317,EMP-0040,2026-07-31,PRJ-006,Approved,40.0,OnPrem-SQLServer
TS-0000318,EMP-0041,2026-05-29,PRJ-011,Approved,41.9,OnPrem-SQLServer
TS-0000319,EMP-0041,2026-06-05,PRJ-011,Submitted,40.0,OnPrem-SQLServer
TS-0000320,EMP-0041,2026-06-12,PRJ-011,Approved,41.79,OnPrem-SQLServer
TS-0000321,EMP-0041,2026-06-19,PRJ-011,Approved,41.03,OnPrem-SQLServer
TS-0000322,EMP-0041,2026-06-26,PRJ-011,Submitted,41.75,OnPrem-SQLServer
TS-0000323,EMP-0041,2026-07-03,PRJ-011,Approved,40.0,OnPrem-SQLServer
TS-0000324,EMP-0041,2026-07-17,PRJ-011,Approved,41.96,OnPrem-SQLServer
TS-0000325,EMP-0041,2026-07-24,PRJ-011,Approved,43.74,OnPrem-SQLServer
TS-0000326,EMP-0041,2026-07-31,PRJ-011,Approved,40.0,OnPrem-SQLServer
TS-0000327,EMP-0042,2026-05-22,PRJ-001,Approved,43.0,OnPrem-SQLServer
TS-0000328,EMP-0042,2026-06-05,PRJ-001,Submitted,51.79,OnPrem-SQLServer
TS-0000329,EMP-0042,2026-06-12,PRJ-004,Approved,40.0,OnPrem-SQLServer
TS-0000330,EMP-0042,2026-06-19,PRJ-001,Approved,46.99,OnPrem-SQLServer
TS-0000331,EMP-0042,2026-06-26,PRJ-001,Submitted,51.12,OnPrem-SQLServer
TS-0000332,EMP-0042,2026-07-03,PRJ-001,Approved,55.53,OnPrem-SQLServer
TS-0000333,EMP-0042,2026-07-10,PRJ-001,Rejected,53.56,OnPrem-SQLServer
TS-0000334,EMP-0042,2026-07-17,PRJ-001,Approved,53.05,OnPrem-SQLServer
TS-0000335,EMP-0042,2026-07-31,PRJ-001,Approved,54.27,OnPrem-SQLServer
TS-0000336,EMP-0043,2026-05-22,PRJ-005,Submitted,41.37,OnPrem-SQLServer
TS-0000337,EMP-0043,2026-05-29,PRJ-003,Approved,43.38,OnPrem-SQLServer
TS-0000338,EMP-0043,2026-06-05,PRJ-003,Approved,42.46,OnPrem-SQLServer
TS-0000339,EMP-0043,2026-06-12,PRJ-003,Approved,42.86,OnPrem-SQLServer
TS-0000340,EMP-0043,2026-06-19,PRJ-003,Rejected,40.0,OnPrem-SQLServer
TS-0000341,EMP-0043,2026-06-26,PRJ-003,Approved,40.0,OnPrem-SQLServer
TS-0000342,EMP-0043,2026-07-03,PRJ-003,Submitted,41.58,OnPrem-SQLServer
TS-0000343,EMP-0043,2026-07-10,PRJ-001,Approved,59.22,OnPrem-SQLServer
TS-0000344,EMP-0043,2026-07-17,PRJ-003,Approved,41.42,OnPrem-SQLServer
TS-0000345,EMP-0043,2026-07-24,PRJ-003,Approved,40.0,OnPrem-SQLServer
TS-0000346,EMP-0043,2026-07-31,PRJ-003,Approved,40.0,OnPrem-SQLServer
TS-0000347,EMP-0044,2026-06-05,PRJ-007,Approved,40.0,OnPrem-SQLServer
TS-0000348,EMP-0044,2026-06-12,PRJ-006,Approved,42.9,OnPrem-SQLServer
TS-0000349,EMP-0044,2026-06-19,PRJ-006,Approved,41.93,OnPrem-SQLServer
TS-0000350,EMP-0044,2026-06-26,PRJ-006,Approved,41.89,OnPrem-SQLServer
TS-0000351,EMP-0044,2026-07-03,PRJ-006,Approved,40.0,OnPrem-SQLServer
TS-0000352,EMP-0044,2026-07-10,PRJ-006,Approved,40.0,OnPrem-SQLServer
TS-0000353,EMP-0044,2026-07-17,PRJ-006,Submitted,40.0,OnPrem-SQLServer
TS-0000354,EMP-0044,2026-07-24,PRJ-006,Submitted,40.0,OnPrem-SQLServer
TS-0000355,EMP-0044,2026-07-31,PRJ-006,Rejected,41.62,OnPrem-SQLServer
TS-0000356,EMP-0045,2026-05-29,PRJ-010,Approved,41.58,OnPrem-SQLServer
TS-0000357,EMP-0045,2026-06-05,PRJ-010,Approved,41.47,OnPrem-SQLServer
TS-0000358,EMP-0045,2026-06-12,PRJ-010,Approved,41.75,OnPrem-SQLServer
TS-0000359,EMP-0045,2026-06-19,PRJ-010,Approved,40.0,OnPrem-SQLServer
TS-0000360,EMP-0045,2026-06-26,PRJ-010,Approved,41.73,OnPrem-SQLServer
TS-0000361,EMP-0045,2026-07-03,PRJ-010,Approved,43.83,OnPrem-SQLServer
TS-0000362,EMP-0045,2026-07-17,PRJ-010,Approved,40.0,OnPrem-SQLServer
TS-0000363,EMP-0045,2026-07-24,PRJ-010,Submitted,40.95,OnPrem-SQLServer
TS-0000364,EMP-0045,2026-07-31,PRJ-010,Approved,40.0,OnPrem-SQLServer
TS-0000365,EMP-0046,2026-06-05,PRJ-006,Approved,41.5,OnPrem-SQLServer
TS-0000366,EMP-0046,2026-06-12,PRJ-006,Approved,40.0,OnPrem-SQLServer
TS-0000367,EMP-0046,2026-06-19,PRJ-006,Approved,40.0,OnPrem-SQLServer
TS-0000368,EMP-0046,2026-06-26,PRJ-006,Submitted,40.0,OnPrem-SQLServer
TS-0000369,EMP-0046,2026-07-03,PRJ-006,Approved,40.0,OnPrem-SQLServer
TS-0000370,EMP-0046,2026-07-10,PRJ-006,Approved,40.0,OnPrem-SQLServer
TS-0000371,EMP-0046,2026-07-17,PRJ-006,Submitted,43.37,OnPrem-SQLServer
TS-0000372,EMP-0046,2026-07-24,PRJ-006,Approved,41.04,OnPrem-SQLServer
TS-0000373,EMP-0046,2026-07-31,PRJ-006,Approved,40.0,OnPrem-SQLServer
TS-0000374,EMP-0048,2026-06-12,PRJ-008,Approved,41.44,OnPrem-SQLServer
TS-0000375,EMP-0048,2026-06-19,PRJ-008,Approved,40.57,OnPrem-SQLServer
TS-0000376,EMP-0048,2026-06-26,PRJ-005,Approved,40.0,OnPrem-SQLServer
TS-0000377,EMP-0048,2026-07-03,PRJ-008,Approved,40.0,OnPrem-SQLServer
TS-0000378,EMP-0048,2026-07-10,PRJ-008,Approved,43.46,OnPrem-SQLServer
TS-0000379,EMP-0048,2026-07-17,PRJ-010,Submitted,43.05,OnPrem-SQLServer
TS-0000380,EMP-0048,2026-07-24,PRJ-008,Approved,41.4,OnPrem-SQLServer
TS-0000381,EMP-0048,2026-07-31,PRJ-008,Approved,41.16,OnPrem-SQLServer
TS-0000382,EMP-0049,2026-05-15,PRJ-003,Approved,40.0,OnPrem-SQLServer
TS-0000383,EMP-0049,2026-05-22,PRJ-003,Submitted,41.25,OnPrem-SQLServer
TS-0000384,EMP-0049,2026-05-29,PRJ-003,Approved,40.0,OnPrem-SQLServer
TS-0000385,EMP-0049,2026-06-05,PRJ-003,Approved,40.87,OnPrem-SQLServer
TS-0000386,EMP-0049,2026-06-12,PRJ-003,Approved,41.39,OnPrem-SQLServer
TS-0000387,EMP-0049,2026-06-19,PRJ-003,Approved,40.76,OnPrem-SQLServer
TS-0000388,EMP-0049,2026-06-26,PRJ-010,Approved,41.6,OnPrem-SQLServer
TS-0000389,EMP-0049,2026-07-03,PRJ-003,Approved,40.0,OnPrem-SQLServer
TS-0000390,EMP-0049,2026-07-10,PRJ-003,Approved,40.0,OnPrem-SQLServer
TS-0000391,EMP-0049,2026-07-17,PRJ-005,Rejected,42.21,OnPrem-SQLServer
TS-0000392,EMP-0049,2026-07-24,PRJ-003,Approved,40.0,OnPrem-SQLServer
TS-0000393,EMP-0050,2026-06-19,PRJ-012,Approved,40.0,OnPrem-SQLServer
TS-0000394,EMP-0050,2026-06-26,PRJ-012,Approved,43.09,OnPrem-SQLServer
TS-0000395,EMP-0050,2026-07-03,PRJ-005,Rejected,40.0,OnPrem-SQLServer
TS-0000396,EMP-0050,2026-07-10,PRJ-010,Approved,43.42,OnPrem-SQLServer
TS-0000397,EMP-0050,2026-07-17,PRJ-012,Approved,41.57,OnPrem-SQLServer
TS-0000398,EMP-0050,2026-07-24,PRJ-012,Approved,43.41,OnPrem-SQLServer
TS-0000399,EMP-0050,2026-07-31,PRJ-012,Approved,41.22,OnPrem-SQLServer
TS-0000400,EMP-0051,2026-05-08,PRJ-010,Approved,40.0,OnPrem-SQLServer
TS-0000401,EMP-0051,2026-05-15,PRJ-010,Approved,41.87,OnPrem-SQLServer
TS-0000402,EMP-0051,2026-05-22,PRJ-010,Approved,40.0,OnPrem-SQLServer
TS-0000403,EMP-0051,2026-05-29,PRJ-010,Approved,41.35,OnPrem-SQLServer
TS-0000404,EMP-0051,2026-06-05,PRJ-008,Approved,41.2,OnPrem-SQLServer
TS-0000405,EMP-0051,2026-06-19,PRJ-010,Approved,40.65,OnPrem-SQLServer
TS-0000406,EMP-0051,2026-06-26,PRJ-010,Approved,40.0,OnPrem-SQLServer
TS-0000407,EMP-0051,2026-07-10,PRJ-010,Approved,40.57,OnPrem-SQLServer
TS-0000408,EMP-0051,2026-07-17,PRJ-007,Approved,41.41,OnPrem-SQLServer
TS-0000409,EMP-0051,2026-07-24,PRJ-010,Approved,41.06,OnPrem-SQLServer
TS-0000410,EMP-0051,2026-07-31,PRJ-010,Submitted,41.32,OnPrem-SQLServer
TS-0000411,EMP-0052,2026-04-17,PRJ-001,Approved,42.98,OnPrem-SQLServer
TS-0000412,EMP-0052,2026-04-24,PRJ-001,Approved,48.55,OnPrem-SQLServer
TS-0000413,EMP-0052,2026-05-01,PRJ-001,Approved,55.5,OnPrem-SQLServer
TS-0000414,EMP-0052,2026-05-08,PRJ-001,Approved,44.45,OnPrem-SQLServer
TS-0000415,EMP-0052,2026-05-15,PRJ-001,Approved,43.85,OnPrem-SQLServer
TS-0000416,EMP-0052,2026-05-22,PRJ-001,Approved,46.4,OnPrem-SQLServer
TS-0000417,EMP-0052,2026-05-29,PRJ-001,Approved,50.9,OnPrem-SQLServer
TS-0000418,EMP-0052,2026-06-05,PRJ-001,Approved,56.58,OnPrem-SQLServer
TS-0000419,EMP-0052,2026-06-12,PRJ-001,Submitted,45.07,OnPrem-SQLServer
TS-0000420,EMP-0052,2026-06-19,PRJ-001,Approved,56.2,OnPrem-SQLServer
TS-0000421,EMP-0052,2026-06-26,PRJ-001,Approved,50.07,OnPrem-SQLServer
TS-0000422,EMP-0052,2026-07-03,PRJ-001,Approved,51.69,OnPrem-SQLServer
TS-0000423,EMP-0052,2026-07-10,PRJ-001,Approved,57.84,OnPrem-SQLServer
TS-0000424,EMP-0052,2026-07-17,PRJ-001,Rejected,54.77,OnPrem-SQLServer
TS-0000425,EMP-0052,2026-07-24,PRJ-001,Approved,47.61,OnPrem-SQLServer
TS-0000426,EMP-0052,2026-07-31,PRJ-001,Approved,42.06,OnPrem-SQLServer
TS-0000427,EMP-0053,2026-05-15,PRJ-009,Approved,40.87,OnPrem-SQLServer
TS-0000428,EMP-0053,2026-05-22,PRJ-002,Approved,40.0,OnPrem-SQLServer
TS-0000429,EMP-0053,2026-05-29,PRJ-009,Approved,40.0,OnPrem-SQLServer
TS-0000430,EMP-0053,2026-06-05,PRJ-009,Approved,40.0,OnPrem-SQLServer
TS-0000431,EMP-0053,2026-06-12,PRJ-009,Approved,40.0,OnPrem-SQLServer
TS-0000432,EMP-0053,2026-06-19,PRJ-003,Submitted,40.97,OnPrem-SQLServer
TS-0000433,EMP-0053,2026-06-26,PRJ-008,Approved,40.0,OnPrem-SQLServer
TS-0000434,EMP-0053,2026-07-03,PRJ-009,Approved,41.19,OnPrem-SQLServer
TS-0000435,EMP-0053,2026-07-10,PRJ-009,Approved,42.58,OnPrem-SQLServer
TS-0000436,EMP-0053,2026-07-17,PRJ-004,Approved,40.0,OnPrem-SQLServer
TS-0000437,EMP-0053,2026-07-24,PRJ-009,Approved,40.0,OnPrem-SQLServer
TS-0000438,EMP-0053,2026-07-31,PRJ-009,Submitted,40.0,OnPrem-SQLServer
TS-0000439,EMP-0054,2026-05-15,PRJ-002,Approved,41.16,OnPrem-SQLServer
TS-0000440,EMP-0054,2026-05-22,PRJ-002,Approved,40.0,OnPrem-SQLServer
TS-0000441,EMP-0054,2026-05-29,PRJ-002,Rejected,40.0,OnPrem-SQLServer
TS-0000442,EMP-0054,2026-06-05,PRJ-002,Approved,40.0,OnPrem-SQLServer
TS-0000443,EMP-0054,2026-06-12,PRJ-002,Approved,41.61,OnPrem-SQLServer
TS-0000444,EMP-0054,2026-06-26,PRJ-002,Approved,42.37,OnPrem-SQLServer
TS-0000445,EMP-0054,2026-07-03,PRJ-002,Approved,40.0,OnPrem-SQLServer
TS-0000446,EMP-0054,2026-07-10,PRJ-002,Approved,40.0,OnPrem-SQLServer
TS-0000447,EMP-0054,2026-07-24,PRJ-002,Approved,41.81,OnPrem-SQLServer
TS-0000448,EMP-0054,2026-07-31,PRJ-002,Approved,40.75,OnPrem-SQLServer
TS-0000449,EMP-0055,2026-05-01,PRJ-007,Approved,40.0,OnPrem-SQLServer
TS-0000450,EMP-0055,2026-05-08,PRJ-007,Submitted,40.0,OnPrem-SQLServer
TS-0000451,EMP-0055,2026-05-15,PRJ-011,Approved,40.67,OnPrem-SQLServer
TS-0000452,EMP-0055,2026-05-22,PRJ-007,Submitted,43.26,OnPrem-SQLServer
TS-0000453,EMP-0055,2026-05-29,PRJ-006,Submitted,40.0,OnPrem-SQLServer
TS-0000454,EMP-0055,2026-06-05,PRJ-007,Approved,41.5,OnPrem-SQLServer
TS-0000455,EMP-0055,2026-06-12,PRJ-007,Approved,40.56,OnPrem-SQLServer
TS-0000456,EMP-0055,2026-06-19,PRJ-007,Submitted,41.46,OnPrem-SQLServer
TS-0000457,EMP-0055,2026-06-26,PRJ-005,Approved,40.0,OnPrem-SQLServer
TS-0000458,EMP-0055,2026-07-03,PRJ-007,Approved,40.0,OnPrem-SQLServer
TS-0000459,EMP-0055,2026-07-10,PRJ-007,Approved,40.0,OnPrem-SQLServer
TS-0000460,EMP-0055,2026-07-17,PRJ-007,Approved,40.96,OnPrem-SQLServer
TS-0000461,EMP-0055,2026-07-24,PRJ-009,Approved,40.0,OnPrem-SQLServer
TS-0000462,EMP-0055,2026-07-31,PRJ-007,Approved,41.68,OnPrem-SQLServer
TS-0000463,EMP-0057,2026-06-12,PRJ-009,Approved,40.0,OnPrem-SQLServer
TS-0000464,EMP-0057,2026-06-19,PRJ-009,Approved,40.0,OnPrem-SQLServer
TS-0000465,EMP-0057,2026-06-26,PRJ-010,Rejected,40.0,OnPrem-SQLServer
TS-0000466,EMP-0057,2026-07-03,PRJ-009,Approved,41.66,OnPrem-SQLServer
TS-0000467,EMP-0057,2026-07-10,PRJ-009,Approved,40.0,OnPrem-SQLServer
TS-0000468,EMP-0057,2026-07-17,PRJ-009,Approved,40.76,OnPrem-SQLServer
TS-0000469,EMP-0057,2026-07-24,PRJ-008,Approved,42.99,OnPrem-SQLServer
TS-0000470,EMP-0057,2026-07-31,PRJ-009,Approved,40.0,OnPrem-SQLServer
TS-0000471,EMP-0058,2026-04-17,PRJ-012,Approved,42.42,OnPrem-SQLServer
TS-0000472,EMP-0058,2026-04-24,PRJ-012,Approved,40.0,OnPrem-SQLServer
TS-0000473,EMP-0058,2026-05-01,PRJ-012,Approved,41.04,OnPrem-SQLServer
TS-0000474,EMP-0058,2026-05-08,PRJ-012,Approved,42.0,OnPrem-SQLServer
TS-0000475,EMP-0058,2026-05-15,PRJ-012,Approved,40.53,OnPrem-SQLServer
TS-0000476,EMP-0058,2026-05-22,PRJ-012,Approved,43.09,OnPrem-SQLServer
TS-0000477,EMP-0058,2026-05-29,PRJ-012,Rejected,40.86,OnPrem-SQLServer
TS-0000478,EMP-0058,2026-06-05,PRJ-003,Approved,40.0,OnPrem-SQLServer
TS-0000479,EMP-0058,2026-06-12,PRJ-012,Approved,40.67,OnPrem-SQLServer
TS-0000480,EMP-0058,2026-06-26,PRJ-012,Submitted,41.64,OnPrem-SQLServer
TS-0000481,EMP-0058,2026-07-03,PRJ-012,Submitted,40.0,OnPrem-SQLServer
TS-0000482,EMP-0058,2026-07-10,PRJ-012,Approved,41.53,OnPrem-SQLServer
TS-0000483,EMP-0058,2026-07-17,PRJ-012,Approved,41.02,OnPrem-SQLServer
TS-0000484,EMP-0058,2026-07-24,PRJ-003,Rejected,40.0,OnPrem-SQLServer
TS-0000485,EMP-0058,2026-07-31,PRJ-012,Approved,42.57,OnPrem-SQLServer
TS-0000486,EMP-0059,2026-05-22,PRJ-001,Approved,52.99,OnPrem-SQLServer
TS-0000487,EMP-0059,2026-05-29,PRJ-001,Approved,48.29,OnPrem-SQLServer
TS-0000488,EMP-0059,2026-06-05,PRJ-001,Approved,51.52,OnPrem-SQLServer
TS-0000489,EMP-0059,2026-06-12,PRJ-001,Rejected,47.8,OnPrem-SQLServer
TS-0000490,EMP-0059,2026-06-19,PRJ-001,Approved,46.91,OnPrem-SQLServer
TS-0000491,EMP-0059,2026-06-26,PRJ-001,Submitted,46.91,OnPrem-SQLServer
TS-0000492,EMP-0059,2026-07-10,PRJ-001,Approved,51.11,OnPrem-SQLServer
TS-0000493,EMP-0059,2026-07-17,PRJ-001,Approved,50.79,OnPrem-SQLServer
TS-0000494,EMP-0059,2026-07-24,PRJ-011,Approved,40.0,OnPrem-SQLServer
TS-0000495,EMP-0059,2026-07-31,PRJ-006,Approved,41.48,OnPrem-SQLServer
TS-0000496,EMP-0060,2026-05-01,PRJ-006,Approved,40.0,OnPrem-SQLServer
TS-0000497,EMP-0060,2026-05-08,PRJ-004,Approved,40.0,OnPrem-SQLServer
TS-0000498,EMP-0060,2026-05-15,PRJ-004,Approved,41.89,OnPrem-SQLServer
TS-0000499,EMP-0060,2026-05-22,PRJ-004,Approved,41.09,OnPrem-SQLServer
TS-0000500,EMP-0060,2026-05-29,PRJ-004,Approved,40.0,OnPrem-SQLServer
TS-0000501,EMP-0060,2026-06-12,PRJ-009,Approved,40.0,OnPrem-SQLServer
TS-0000502,EMP-0060,2026-06-19,PRJ-004,Submitted,40.0,OnPrem-SQLServer
TS-0000503,EMP-0060,2026-06-26,PRJ-004,Approved,40.0,OnPrem-SQLServer
TS-0000504,EMP-0060,2026-07-03,PRJ-004,Approved,41.34,OnPrem-SQLServer
TS-0000505,EMP-0060,2026-07-10,PRJ-004,Approved,41.94,OnPrem-SQLServer
TS-0000506,EMP-0060,2026-07-24,PRJ-004,Approved,44.3,OnPrem-SQLServer
TS-0000507,EMP-0060,2026-07-31,PRJ-004,Approved,40.0,OnPrem-SQLServer
TS-0000508,EMP-0061,2026-05-08,PRJ-009,Approved,40.0,OnPrem-SQLServer
TS-0000509,EMP-0061,2026-05-15,PRJ-009,Approved,41.55,OnPrem-SQLServer
TS-0000510,EMP-0061,2026-05-22,PRJ-009,Approved,42.75,OnPrem-SQLServer
TS-0000511,EMP-0061,2026-05-29,PRJ-009,Approved,40.7,OnPrem-SQLServer
TS-0000512,EMP-0061,2026-06-05,PRJ-009,Approved,41.18,OnPrem-SQLServer
TS-0000513,EMP-0061,2026-06-12,PRJ-009,Approved,41.1,OnPrem-SQLServer
TS-0000514,EMP-0061,2026-06-19,PRJ-009,Approved,41.56,OnPrem-SQLServer
TS-0000515,EMP-0061,2026-06-26,PRJ-009,Approved,40.95,OnPrem-SQLServer
TS-0000516,EMP-0061,2026-07-03,PRJ-009,Submitted,41.01,OnPrem-SQLServer
TS-0000517,EMP-0061,2026-07-10,PRJ-009,Approved,41.98,OnPrem-SQLServer
TS-0000518,EMP-0061,2026-07-17,PRJ-008,Approved,40.85,OnPrem-SQLServer
TS-0000519,EMP-0061,2026-07-24,PRJ-009,Approved,42.33,OnPrem-SQLServer
TS-0000520,EMP-0061,2026-07-31,PRJ-009,Submitted,41.3,OnPrem-SQLServer
TS-0000521,EMP-0063,2026-05-15,PRJ-004,Approved,40.0,OnPrem-SQLServer
TS-0000522,EMP-0063,2026-05-22,PRJ-004,Approved,40.0,OnPrem-SQLServer
TS-0000523,EMP-0063,2026-05-29,PRJ-004,Submitted,40.69,OnPrem-SQLServer
TS-0000524,EMP-0063,2026-06-05,PRJ-004,Approved,40.0,OnPrem-SQLServer
TS-0000525,EMP-0063,2026-06-12,PRJ-004,Approved,40.0,OnPrem-SQLServer
TS-0000526,EMP-0063,2026-06-19,PRJ-004,Submitted,40.0,OnPrem-SQLServer
TS-0000527,EMP-0063,2026-06-26,PRJ-004,Approved,40.0,OnPrem-SQLServer
TS-0000528,EMP-0063,2026-07-03,PRJ-004,Approved,40.0,OnPrem-SQLServer
TS-0000529,EMP-0063,2026-07-10,PRJ-004,Approved,41.47,OnPrem-SQLServer
TS-0000530,EMP-0063,2026-07-17,PRJ-004,Approved,40.0,OnPrem-SQLServer
TS-0000531,EMP-0063,2026-07-24,PRJ-004,Approved,40.0,OnPrem-SQLServer
TS-0000532,EMP-0065,2026-05-29,PRJ-009,Approved,41.77,OnPrem-SQLServer
TS-0000533,EMP-0065,2026-06-05,PRJ-006,Approved,40.0,OnPrem-SQLServer
TS-0000534,EMP-0065,2026-06-12,PRJ-009,Submitted,41.51,OnPrem-SQLServer
TS-0000535,EMP-0065,2026-06-19,PRJ-009,Approved,41.4,OnPrem-SQLServer
TS-0000536,EMP-0065,2026-06-26,PRJ-009,Approved,40.0,OnPrem-SQLServer
TS-0000537,EMP-0065,2026-07-03,PRJ-009,Approved,40.0,OnPrem-SQLServer
TS-0000538,EMP-0065,2026-07-10,PRJ-009,Approved,42.26,OnPrem-SQLServer
TS-0000539,EMP-0065,2026-07-17,PRJ-009,Approved,40.0,OnPrem-SQLServer
TS-0000540,EMP-0065,2026-07-24,PRJ-009,Approved,40.86,OnPrem-SQLServer
TS-0000541,EMP-0066,2026-05-08,PRJ-003,Approved,41.56,OnPrem-SQLServer
TS-0000542,EMP-0066,2026-05-15,PRJ-003,Approved,42.84,OnPrem-SQLServer
TS-0000543,EMP-0066,2026-05-22,PRJ-007,Submitted,40.0,OnPrem-SQLServer
TS-0000544,EMP-0066,2026-05-29,PRJ-003,Submitted,42.18,OnPrem-SQLServer
TS-0000545,EMP-0066,2026-06-05,PRJ-003,Approved,40.0,OnPrem-SQLServer
TS-0000546,EMP-0066,2026-06-12,PRJ-003,Approved,41.48,OnPrem-SQLServer
TS-0000547,EMP-0066,2026-06-19,PRJ-003,Approved,40.0,OnPrem-SQLServer
TS-0000548,EMP-0066,2026-06-26,PRJ-003,Approved,40.0,OnPrem-SQLServer
TS-0000549,EMP-0066,2026-07-03,PRJ-007,Approved,41.16,OnPrem-SQLServer
TS-0000550,EMP-0066,2026-07-10,PRJ-003,Approved,41.42,OnPrem-SQLServer
TS-0000551,EMP-0066,2026-07-17,PRJ-003,Approved,40.58,OnPrem-SQLServer
TS-0000552,EMP-0066,2026-07-24,PRJ-003,Submitted,40.99,OnPrem-SQLServer
TS-0000553,EMP-0066,2026-07-31,PRJ-003,Approved,42.6,OnPrem-SQLServer
TS-0000554,EMP-0067,2026-05-29,PRJ-001,Approved,52.02,OnPrem-SQLServer
TS-0000555,EMP-0067,2026-06-05,PRJ-002,Approved,40.0,OnPrem-SQLServer
TS-0000556,EMP-0067,2026-06-12,PRJ-002,Approved,40.0,OnPrem-SQLServer
TS-0000557,EMP-0067,2026-06-19,PRJ-002,Approved,40.0,OnPrem-SQLServer
TS-0000558,EMP-0067,2026-06-26,PRJ-002,Approved,42.17,OnPrem-SQLServer
TS-0000559,EMP-0067,2026-07-03,PRJ-006,Approved,40.0,OnPrem-SQLServer
TS-0000560,EMP-0067,2026-07-10,PRJ-002,Approved,40.0,OnPrem-SQLServer
TS-0000561,EMP-0067,2026-07-24,PRJ-002,Approved,40.0,OnPrem-SQLServer
TS-0000562,EMP-0067,2026-07-31,PRJ-010,Approved,40.0,OnPrem-SQLServer
TS-0000563,EMP-0068,2026-05-22,PRJ-007,Approved,42.04,OnPrem-SQLServer
TS-0000564,EMP-0068,2026-05-29,PRJ-007,Approved,41.83,OnPrem-SQLServer
TS-0000565,EMP-0068,2026-06-05,PRJ-007,Submitted,40.0,OnPrem-SQLServer
TS-0000566,EMP-0068,2026-06-12,PRJ-007,Approved,40.0,OnPrem-SQLServer
TS-0000567,EMP-0068,2026-06-19,PRJ-008,Approved,40.0,OnPrem-SQLServer
TS-0000568,EMP-0068,2026-06-26,PRJ-007,Rejected,41.32,OnPrem-SQLServer
TS-0000569,EMP-0068,2026-07-03,PRJ-007,Approved,40.92,OnPrem-SQLServer
TS-0000570,EMP-0068,2026-07-10,PRJ-007,Approved,41.44,OnPrem-SQLServer
TS-0000571,EMP-0068,2026-07-17,PRJ-007,Approved,40.0,OnPrem-SQLServer
TS-0000572,EMP-0068,2026-07-24,PRJ-007,Approved,43.1,OnPrem-SQLServer
TS-0000573,EMP-0068,2026-07-31,PRJ-007,Rejected,41.39,OnPrem-SQLServer
TS-0000574,EMP-0069,2026-06-12,PRJ-009,Rejected,40.0,OnPrem-SQLServer
TS-0000575,EMP-0069,2026-06-19,PRJ-009,Approved,42.32,OnPrem-SQLServer
TS-0000576,EMP-0069,2026-06-26,PRJ-009,Approved,41.14,OnPrem-SQLServer
TS-0000577,EMP-0069,2026-07-03,PRJ-002,Approved,40.0,OnPrem-SQLServer
TS-0000578,EMP-0069,2026-07-10,PRJ-006,Approved,40.0,OnPrem-SQLServer
