entry_id,timesheet_id,emp_id,work_date,project_id,wbs_id,cost_code_id,clock_in,clock_out,hours,overtime_hours,origin_system
TE-00000636,TS-0000126,EMP-0018,2026-07-16,PRJ-009,WBS-00370,CC-00077,2026-07-16 06:30:00,2026-07-16 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00000637,TS-0000126,EMP-0018,2026-07-17,PRJ-009,WBS-00401,CC-00078,2026-07-17 06:15:00,2026-07-17 16:21:36,9.61,1.61,OnPrem-SQLServer
TE-00000638,TS-0000127,EMP-0018,2026-07-20,PRJ-001,WBS-00049,CC-00006,2026-07-20 07:00:00,2026-07-20 15:30:00,8.0,0.0,OnPrem-SQLServer
TE-00000639,TS-0000127,EMP-0018,2026-07-21,PRJ-001,WBS-00013,CC-00005,2026-07-21 06:30:00,2026-07-21 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00000640,TS-0000127,EMP-0018,2026-07-22,PRJ-001,WBS-00041,CC-00004,2026-07-22 07:30:00,2026-07-22 18:26:24,10.44,2.44,OnPrem-SQLServer
TE-00000641,TS-0000127,EMP-0018,2026-07-23,PRJ-001,WBS-00040,CC-00001,2026-07-23 06:30:00,2026-07-23 16:54:36,9.91,1.91,OnPrem-SQLServer
TE-00000642,TS-0000127,EMP-0018,2026-07-24,PRJ-001,WBS-00006,CC-00002,2026-07-24 07:15:00,2026-07-24 17:09:00,9.4,1.4,OnPrem-SQLServer
TE-00000643,TS-0000127,EMP-0018,2026-07-25,PRJ-001,WBS-00045,CC-00006,2026-07-25 06:00:00,2026-07-25 13:07:48,6.63,6.63,OnPrem-SQLServer
TE-00000644,TS-0000128,EMP-0019,2026-04-20,PRJ-002,WBS-00080,CC-00013,2026-04-20 06:15:00,2026-04-20 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00000645,TS-0000128,EMP-0019,2026-04-21,PRJ-002,WBS-00085,CC-00015,2026-04-21 06:15:00,2026-04-21 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00000646,TS-0000128,EMP-0019,2026-04-22,PRJ-002,WBS-00078,CC-00014,2026-04-22 06:15:00,2026-04-22 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00000647,TS-0000128,EMP-0019,2026-04-23,PRJ-002,WBS-00085,CC-00018,2026-04-23 06:15:00,2026-04-23 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00000648,TS-0000128,EMP-0019,2026-04-24,PRJ-002,WBS-00084,CC-00014,2026-04-24 06:00:00,2026-04-24 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00000649,TS-0000129,EMP-0019,2026-04-27,PRJ-002,WBS-00074,CC-00013,2026-04-27 06:30:00,2026-04-27 16:55:12,9.92,1.92,OnPrem-SQLServer
TE-00000650,TS-0000129,EMP-0019,2026-04-28,PRJ-002,WBS-00056,CC-00012,2026-04-28 06:30:00,2026-04-28 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00000651,TS-0000129,EMP-0019,2026-04-29,PRJ-002,WBS-00060,CC-00013,2026-04-29 06:15:00,2026-04-29 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00000652,TS-0000129,EMP-0019,2026-04-30,PRJ-002,WBS-00084,CC-00017,2026-04-30 06:15:00,2026-04-30 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00000653,TS-0000129,EMP-0019,2026-05-01,PRJ-002,WBS-00064,CC-00012,2026-05-01 06:30:00,2026-05-01 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00000654,TS-0000130,EMP-0019,2026-05-04,PRJ-002,WBS-00087,CC-00018,2026-05-04 06:15:00,2026-05-04 15:21:36,8.61,0.61,OnPrem-SQLServer
TE-00000655,TS-0000130,EMP-0019,2026-05-05,PRJ-002,WBS-00086,CC-00014,2026-05-05 06:00:00,2026-05-05 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00000656,TS-0000130,EMP-0019,2026-05-06,PRJ-002,WBS-00065,CC-00012,2026-05-06 06:15:00,2026-05-06 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00000657,TS-0000130,EMP-0019,2026-05-07,PRJ-002,WBS-00062,CC-00016,2026-05-07 06:15:00,2026-05-07 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00000658,TS-0000130,EMP-0019,2026-05-08,PRJ-002,WBS-00060,CC-00010,2026-05-08 06:30:00,2026-05-08 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00000659,TS-0000131,EMP-0019,2026-05-11,PRJ-002,WBS-00074,CC-00012,2026-05-11 06:00:00,2026-05-11 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00000660,TS-0000131,EMP-0019,2026-05-12,PRJ-002,WBS-00062,CC-00010,2026-05-12 06:15:00,2026-05-12 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00000661,TS-0000131,EMP-0019,2026-05-13,PRJ-002,WBS-00079,CC-00014,2026-05-13 06:15:00,2026-05-13 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00000662,TS-0000131,EMP-0019,2026-05-14,PRJ-002,WBS-00064,CC-00013,2026-05-14 06:15:00,2026-05-14 15:33:00,8.8,0.8,OnPrem-SQLServer
TE-00000663,TS-0000131,EMP-0019,2026-05-15,PRJ-002,WBS-00074,CC-00017,2026-05-15 06:30:00,2026-05-15 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00000664,TS-0000132,EMP-0019,2026-05-18,PRJ-002,WBS-00081,CC-00012,2026-05-18 06:15:00,2026-05-18 16:16:12,9.52,1.52,OnPrem-SQLServer
TE-00000665,TS-0000132,EMP-0019,2026-05-19,PRJ-002,WBS-00068,CC-00018,2026-05-19 06:00:00,2026-05-19 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00000666,TS-0000132,EMP-0019,2026-05-20,PRJ-002,WBS-00084,CC-00017,2026-05-20 06:00:00,2026-05-20 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00000667,TS-0000132,EMP-0019,2026-05-21,PRJ-002,WBS-00086,CC-00016,2026-05-21 06:30:00,2026-05-21 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00000668,TS-0000132,EMP-0019,2026-05-22,PRJ-002,WBS-00070,CC-00016,2026-05-22 06:00:00,2026-05-22 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00000669,TS-0000133,EMP-0019,2026-05-25,PRJ-002,WBS-00076,CC-00013,2026-05-25 06:15:00,2026-05-25 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00000670,TS-0000133,EMP-0019,2026-05-26,PRJ-002,WBS-00068,CC-00015,2026-05-26 06:30:00,2026-05-26 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00000671,TS-0000133,EMP-0019,2026-05-27,PRJ-002,WBS-00073,CC-00010,2026-05-27 06:30:00,2026-05-27 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00000672,TS-0000133,EMP-0019,2026-05-28,PRJ-002,WBS-00086,CC-00017,2026-05-28 06:30:00,2026-05-28 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00000673,TS-0000133,EMP-0019,2026-05-29,PRJ-002,WBS-00086,CC-00011,2026-05-29 06:00:00,2026-05-29 15:30:00,9.0,1.0,OnPrem-SQLServer
TE-00000674,TS-0000134,EMP-0019,2026-06-01,PRJ-004,WBS-00142,CC-00033,2026-06-01 06:00:00,2026-06-01 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00000675,TS-0000134,EMP-0019,2026-06-02,PRJ-004,WBS-00137,CC-00032,2026-06-02 06:30:00,2026-06-02 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00000676,TS-0000134,EMP-0019,2026-06-03,PRJ-004,WBS-00146,CC-00034,2026-06-03 06:00:00,2026-06-03 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00000677,TS-0000134,EMP-0019,2026-06-04,PRJ-004,WBS-00146,CC-00036,2026-06-04 06:30:00,2026-06-04 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00000678,TS-0000134,EMP-0019,2026-06-05,PRJ-004,WBS-00151,CC-00036,2026-06-05 06:30:00,2026-06-05 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00000679,TS-0000135,EMP-0019,2026-06-08,PRJ-002,WBS-00064,CC-00015,2026-06-08 06:15:00,2026-06-08 16:39:36,9.91,1.91,OnPrem-SQLServer
TE-00000680,TS-0000135,EMP-0019,2026-06-09,PRJ-002,WBS-00067,CC-00010,2026-06-09 06:15:00,2026-06-09 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00000681,TS-0000135,EMP-0019,2026-06-10,PRJ-002,WBS-00080,CC-00016,2026-06-10 06:15:00,2026-06-10 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00000682,TS-0000135,EMP-0019,2026-06-11,PRJ-002,WBS-00079,CC-00018,2026-06-11 06:30:00,2026-06-11 16:06:36,9.11,1.11,OnPrem-SQLServer
TE-00000683,TS-0000135,EMP-0019,2026-06-12,PRJ-002,WBS-00083,CC-00014,2026-06-12 06:30:00,2026-06-12 15:54:00,8.9,0.9,OnPrem-SQLServer
TE-00000684,TS-0000136,EMP-0019,2026-06-22,PRJ-002,WBS-00065,CC-00015,2026-06-22 06:30:00,2026-06-22 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00000685,TS-0000136,EMP-0019,2026-06-23,PRJ-002,WBS-00073,CC-00017,2026-06-23 06:30:00,2026-06-23 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00000686,TS-0000136,EMP-0019,2026-06-24,PRJ-002,WBS-00081,CC-00017,2026-06-24 06:15:00,2026-06-24 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00000687,TS-0000136,EMP-0019,2026-06-25,PRJ-002,WBS-00065,CC-00015,2026-06-25 06:30:00,2026-06-25 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00000688,TS-0000136,EMP-0019,2026-06-26,PRJ-002,WBS-00067,CC-00013,2026-06-26 06:15:00,2026-06-26 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00000689,TS-0000137,EMP-0019,2026-06-29,PRJ-010,WBS-00433,CC-00090,2026-06-29 06:30:00,2026-06-29 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00000690,TS-0000137,EMP-0019,2026-06-30,PRJ-010,WBS-00434,CC-00083,2026-06-30 06:00:00,2026-06-30 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00000691,TS-0000137,EMP-0019,2026-07-01,PRJ-010,WBS-00467,CC-00090,2026-07-01 06:00:00,2026-07-01 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00000692,TS-0000137,EMP-0019,2026-07-02,PRJ-010,WBS-00462,CC-00090,2026-07-02 06:30:00,2026-07-02 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00000693,TS-0000137,EMP-0019,2026-07-03,PRJ-010,WBS-00462,CC-00085,2026-07-03 06:30:00,2026-07-03 16:25:48,9.43,1.43,OnPrem-SQLServer
TE-00000694,TS-0000138,EMP-0019,2026-07-06,PRJ-002,WBS-00069,CC-00018,2026-07-06 06:00:00,2026-07-06 15:09:36,8.66,0.66,OnPrem-SQLServer
TE-00000695,TS-0000138,EMP-0019,2026-07-07,PRJ-002,WBS-00084,CC-00018,2026-07-07 06:30:00,2026-07-07 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00000696,TS-0000138,EMP-0019,2026-07-08,PRJ-002,WBS-00070,CC-00017,2026-07-08 06:00:00,2026-07-08 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00000697,TS-0000138,EMP-0019,2026-07-09,PRJ-002,WBS-00080,CC-00013,2026-07-09 06:30:00,2026-07-09 15:37:48,8.63,0.63,OnPrem-SQLServer
TE-00000698,TS-0000138,EMP-0019,2026-07-10,PRJ-002,WBS-00078,CC-00017,2026-07-10 06:00:00,2026-07-10 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00000699,TS-0000139,EMP-0019,2026-07-13,PRJ-011,WBS-00520,CC-00094,2026-07-13 06:15:00,2026-07-13 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00000700,TS-0000139,EMP-0019,2026-07-14,PRJ-011,WBS-00525,CC-00092,2026-07-14 06:00:00,2026-07-14 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00000701,TS-0000139,EMP-0019,2026-07-15,PRJ-011,WBS-00524,CC-00095,2026-07-15 06:15:00,2026-07-15 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00000702,TS-0000139,EMP-0019,2026-07-16,PRJ-011,WBS-00515,CC-00097,2026-07-16 06:00:00,2026-07-16 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00000703,TS-0000139,EMP-0019,2026-07-17,PRJ-011,WBS-00496,CC-00099,2026-07-17 06:00:00,2026-07-17 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00000704,TS-0000140,EMP-0019,2026-07-20,PRJ-002,WBS-00079,CC-00011,2026-07-20 06:30:00,2026-07-20 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00000705,TS-0000140,EMP-0019,2026-07-21,PRJ-002,WBS-00078,CC-00016,2026-07-21 06:00:00,2026-07-21 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00000706,TS-0000140,EMP-0019,2026-07-22,PRJ-002,WBS-00070,CC-00012,2026-07-22 06:00:00,2026-07-22 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00000707,TS-0000140,EMP-0019,2026-07-23,PRJ-002,WBS-00086,CC-00018,2026-07-23 06:00:00,2026-07-23 16:30:00,10.0,2.0,OnPrem-SQLServer
TE-00000708,TS-0000140,EMP-0019,2026-07-24,PRJ-002,WBS-00059,CC-00016,2026-07-24 06:00:00,2026-07-24 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00000709,TS-0000141,EMP-0019,2026-07-27,PRJ-002,WBS-00062,CC-00016,2026-07-27 06:30:00,2026-07-27 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00000710,TS-0000141,EMP-0019,2026-07-28,PRJ-002,WBS-00058,CC-00017,2026-07-28 06:00:00,2026-07-28 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00000711,TS-0000141,EMP-0019,2026-07-29,PRJ-002,WBS-00075,CC-00018,2026-07-29 06:00:00,2026-07-29 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00000712,TS-0000141,EMP-0019,2026-07-30,PRJ-002,WBS-00085,CC-00014,2026-07-30 06:15:00,2026-07-30 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00000713,TS-0000141,EMP-0019,2026-07-31,PRJ-002,WBS-00066,CC-00014,2026-07-31 06:30:00,2026-07-31 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00000714,TS-0000142,EMP-0020,2026-04-27,PRJ-005,WBS-00204,CC-00044,2026-04-27 06:30:00,2026-04-27 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00000715,TS-0000142,EMP-0020,2026-04-28,PRJ-005,WBS-00184,CC-00044,2026-04-28 06:15:00,2026-04-28 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00000716,TS-0000142,EMP-0020,2026-04-29,PRJ-005,WBS-00190,CC-00037,2026-04-29 06:30:00,2026-04-29 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00000717,TS-0000142,EMP-0020,2026-04-30,PRJ-005,WBS-00190,CC-00042,2026-04-30 06:30:00,2026-04-30 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00000718,TS-0000142,EMP-0020,2026-05-01,PRJ-005,WBS-00199,CC-00044,2026-05-01 06:00:00,2026-05-01 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00000719,TS-0000143,EMP-0020,2026-05-04,PRJ-001,WBS-00021,CC-00003,2026-05-04 06:15:00,2026-05-04 17:43:12,10.97,2.97,OnPrem-SQLServer
TE-00000720,TS-0000143,EMP-0020,2026-05-05,PRJ-001,WBS-00009,CC-00009,2026-05-05 07:00:00,2026-05-05 15:30:00,8.0,0.0,OnPrem-SQLServer
TE-00000721,TS-0000143,EMP-0020,2026-05-06,PRJ-001,WBS-00035,CC-00005,2026-05-06 06:15:00,2026-05-06 18:13:12,11.47,3.47,OnPrem-SQLServer
TE-00000722,TS-0000143,EMP-0020,2026-05-07,PRJ-001,WBS-00003,CC-00004,2026-05-07 07:30:00,2026-05-07 16:00:00,8.0,0.0,OnPrem-SQLServer
TE-00000723,TS-0000143,EMP-0020,2026-05-08,PRJ-001,WBS-00017,CC-00004,2026-05-08 06:30:00,2026-05-08 16:11:24,9.19,1.19,OnPrem-SQLServer
TE-00000724,TS-0000143,EMP-0020,2026-05-09,PRJ-001,WBS-00014,CC-00009,2026-05-09 07:30:00,2026-05-09 14:30:00,6.5,6.5,OnPrem-SQLServer
TE-00000725,TS-0000144,EMP-0020,2026-05-11,PRJ-003,WBS-00097,CC-00022,2026-05-11 06:00:00,2026-05-11 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00000726,TS-0000144,EMP-0020,2026-05-12,PRJ-003,WBS-00089,CC-00024,2026-05-12 06:15:00,2026-05-12 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00000727,TS-0000144,EMP-0020,2026-05-13,PRJ-003,WBS-00126,CC-00023,2026-05-13 06:30:00,2026-05-13 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00000728,TS-0000144,EMP-0020,2026-05-14,PRJ-003,WBS-00130,CC-00020,2026-05-14 06:30:00,2026-05-14 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00000729,TS-0000144,EMP-0020,2026-05-15,PRJ-003,WBS-00101,CC-00027,2026-05-15 06:30:00,2026-05-15 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00000730,TS-0000145,EMP-0020,2026-05-18,PRJ-005,WBS-00189,CC-00039,2026-05-18 06:30:00,2026-05-18 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00000731,TS-0000145,EMP-0020,2026-05-19,PRJ-005,WBS-00199,CC-00037,2026-05-19 06:00:00,2026-05-19 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00000732,TS-0000145,EMP-0020,2026-05-20,PRJ-005,WBS-00203,CC-00037,2026-05-20 06:15:00,2026-05-20 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00000733,TS-0000145,EMP-0020,2026-05-21,PRJ-005,WBS-00190,CC-00038,2026-05-21 06:00:00,2026-05-21 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00000734,TS-0000145,EMP-0020,2026-05-22,PRJ-005,WBS-00212,CC-00042,2026-05-22 06:15:00,2026-05-22 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00000735,TS-0000146,EMP-0020,2026-06-01,PRJ-005,WBS-00178,CC-00040,2026-06-01 06:15:00,2026-06-01 16:22:12,9.62,1.62,OnPrem-SQLServer
TE-00000736,TS-0000146,EMP-0020,2026-06-02,PRJ-005,WBS-00196,CC-00044,2026-06-02 06:00:00,2026-06-02 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00000737,TS-0000146,EMP-0020,2026-06-03,PRJ-005,WBS-00199,CC-00038,2026-06-03 06:30:00,2026-06-03 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00000738,TS-0000146,EMP-0020,2026-06-04,PRJ-005,WBS-00172,CC-00041,2026-06-04 06:00:00,2026-06-04 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00000739,TS-0000146,EMP-0020,2026-06-05,PRJ-005,WBS-00186,CC-00038,2026-06-05 06:30:00,2026-06-05 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00000740,TS-0000147,EMP-0020,2026-06-15,PRJ-005,WBS-00197,CC-00037,2026-06-15 06:15:00,2026-06-15 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00000741,TS-0000147,EMP-0020,2026-06-16,PRJ-005,WBS-00185,CC-00037,2026-06-16 06:15:00,2026-06-16 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00000742,TS-0000147,EMP-0020,2026-06-17,PRJ-005,WBS-00198,CC-00040,2026-06-17 06:15:00,2026-06-17 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00000743,TS-0000147,EMP-0020,2026-06-18,PRJ-005,WBS-00189,CC-00042,2026-06-18 06:30:00,2026-06-18 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00000744,TS-0000147,EMP-0020,2026-06-19,PRJ-005,WBS-00187,CC-00044,2026-06-19 06:00:00,2026-06-19 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00000745,TS-0000148,EMP-0020,2026-06-22,PRJ-005,WBS-00175,CC-00045,2026-06-22 06:30:00,2026-06-22 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00000746,TS-0000148,EMP-0020,2026-06-23,PRJ-005,WBS-00207,CC-00039,2026-06-23 06:30:00,2026-06-23 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00000747,TS-0000148,EMP-0020,2026-06-24,PRJ-005,WBS-00194,CC-00040,2026-06-24 06:30:00,2026-06-24 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00000748,TS-0000148,EMP-0020,2026-06-25,PRJ-005,WBS-00196,CC-00044,2026-06-25 06:30:00,2026-06-25 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00000749,TS-0000148,EMP-0020,2026-06-26,PRJ-005,WBS-00191,CC-00039,2026-06-26 06:30:00,2026-06-26 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00000750,TS-0000149,EMP-0020,2026-07-06,PRJ-010,WBS-00427,CC-00090,2026-07-06 06:00:00,2026-07-06 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00000751,TS-0000149,EMP-0020,2026-07-07,PRJ-010,WBS-00445,CC-00082,2026-07-07 06:00:00,2026-07-07 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00000752,TS-0000149,EMP-0020,2026-07-08,PRJ-010,WBS-00445,CC-00086,2026-07-08 06:00:00,2026-07-08 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00000753,TS-0000149,EMP-0020,2026-07-09,PRJ-010,WBS-00435,CC-00084,2026-07-09 06:30:00,2026-07-09 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00000754,TS-0000149,EMP-0020,2026-07-10,PRJ-010,WBS-00431,CC-00082,2026-07-10 06:15:00,2026-07-10 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00000755,TS-0000150,EMP-0020,2026-07-13,PRJ-005,WBS-00181,CC-00037,2026-07-13 06:30:00,2026-07-13 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00000756,TS-0000150,EMP-0020,2026-07-14,PRJ-005,WBS-00187,CC-00044,2026-07-14 06:00:00,2026-07-14 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00000757,TS-0000150,EMP-0020,2026-07-15,PRJ-005,WBS-00195,CC-00045,2026-07-15 06:15:00,2026-07-15 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00000758,TS-0000150,EMP-0020,2026-07-16,PRJ-005,WBS-00172,CC-00038,2026-07-16 06:30:00,2026-07-16 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00000759,TS-0000150,EMP-0020,2026-07-17,PRJ-005,WBS-00190,CC-00044,2026-07-17 06:15:00,2026-07-17 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00000760,TS-0000151,EMP-0020,2026-07-20,PRJ-006,WBS-00225,CC-00051,2026-07-20 06:15:00,2026-07-20 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00000761,TS-0000151,EMP-0020,2026-07-21,PRJ-006,WBS-00224,CC-00047,2026-07-21 06:30:00,2026-07-21 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00000762,TS-0000151,EMP-0020,2026-07-22,PRJ-006,WBS-00252,CC-00053,2026-07-22 06:15:00,2026-07-22 15:34:12,8.82,0.82,OnPrem-SQLServer
TE-00000763,TS-0000151,EMP-0020,2026-07-23,PRJ-006,WBS-00230,CC-00047,2026-07-23 06:30:00,2026-07-23 16:43:12,9.72,1.72,OnPrem-SQLServer
TE-00000764,TS-0000151,EMP-0020,2026-07-24,PRJ-006,WBS-00234,CC-00053,2026-07-24 06:15:00,2026-07-24 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00000765,TS-0000152,EMP-0020,2026-07-27,PRJ-005,WBS-00203,CC-00041,2026-07-27 06:30:00,2026-07-27 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00000766,TS-0000152,EMP-0020,2026-07-28,PRJ-005,WBS-00181,CC-00039,2026-07-28 06:30:00,2026-07-28 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00000767,TS-0000152,EMP-0020,2026-07-29,PRJ-005,WBS-00211,CC-00038,2026-07-29 06:30:00,2026-07-29 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00000768,TS-0000152,EMP-0020,2026-07-30,PRJ-005,WBS-00196,CC-00042,2026-07-30 06:15:00,2026-07-30 14:45:00,8.0,0.0,OnPrem-SQLServer
TE-00000769,TS-0000152,EMP-0020,2026-07-31,PRJ-005,WBS-00207,CC-00044,2026-07-31 06:00:00,2026-07-31 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00000770,TS-0000153,EMP-0021,2026-04-27,PRJ-001,WBS-00008,CC-00009,2026-04-27 06:30:00,2026-04-27 16:52:12,9.87,1.87,OnPrem-SQLServer
TE-00000771,TS-0000153,EMP-0021,2026-04-28,PRJ-001,WBS-00003,CC-00004,2026-04-28 07:15:00,2026-04-28 18:51:00,11.1,3.1,OnPrem-SQLServer
TE-00000772,TS-0000153,EMP-0021,2026-04-29,PRJ-001,WBS-00036,CC-00007,2026-04-29 06:30:00,2026-04-29 15:00:00,8.0,0.0,OnPrem-SQLServer
TE-00000773,TS-0000153,EMP-0021,2026-04-30,PRJ-001,WBS-00001,CC-00008,2026-04-30 06:00:00,2026-04-30 14:30:00,8.0,0.0,OnPrem-SQLServer
TE-00000774,TS-0000153,EMP-0021,2026-05-01,PRJ-001,WBS-00018,CC-00002,2026-05-01 06:30:00,2026-05-01 16:24:36,9.41,1.41,OnPrem-SQLServer
TE-00000775,TS-0000154,EMP-0021,2026-05-04,PRJ-001,WBS-00034,CC-00005,2026-05-04 06:30:00,2026-05-04 18:18:36,11.31,3.31,OnPrem-SQLServer
TE-00000776,TS-0000154,EMP-0021,2026-05-05,PRJ-001,WBS-00022,CC-00005,2026-05-05 07:00:00,2026-05-05 15:30:00,8.0,0.0,OnPrem-SQLServer
TE-00000777,TS-0000154,EMP-0021,2026-05-06,PRJ-001,WBS-00021,CC-00001,2026-05-06 06:15:00,2026-05-06 18:10:12,11.42,3.42,OnPrem-SQLServer
TE-00000778,TS-0000154,EMP-0021,2026-05-07,PRJ-001,WBS-00027,CC-00007,2026-05-07 07:00:00,2026-05-07 19:04:48,11.58,3.58,OnPrem-SQLServer
TE-00000779,TS-0000154,EMP-0021,2026-05-08,PRJ-001,WBS-00036,CC-00005,2026-05-08 07:15:00,2026-05-08 19:32:24,11.79,3.79,OnPrem-SQLServer
TE-00000780,TS-0000155,EMP-0021,2026-05-11,PRJ-001,WBS-00021,CC-00009,2026-05-11 07:15:00,2026-05-11 17:19:12,9.57,1.57,OnPrem-SQLServer
TE-00000781,TS-0000155,EMP-0021,2026-05-12,PRJ-001,WBS-00002,CC-00001,2026-05-12 06:30:00,2026-05-12 18:33:36,11.56,3.56,OnPrem-SQLServer
TE-00000782,TS-0000155,EMP-0021,2026-05-13,PRJ-001,WBS-00014,CC-00007,2026-05-13 07:00:00,2026-05-13 17:33:00,10.05,2.05,OnPrem-SQLServer
TE-00000783,TS-0000155,EMP-0021,2026-05-14,PRJ-001,WBS-00024,CC-00003,2026-05-14 07:30:00,2026-05-14 16:00:00,8.0,0.0,OnPrem-SQLServer
